year,origin,destin,id,dist,passen,fare,bmktshr,ldist,y98,y99,y00,lfare,ldistsq,concen,lpassen
1997,"BUFFALO, NY","FT. LAUDERDALE, FL",252,1167,157,211.47,.54769999,7.0621915,0,0,0,4.8903489,49.87455,.54769999,5.0562458
2000,"BUFFALO, NY","FT. LAUDERDALE, FL",252,1167,304,182.85001,.35699999,7.0621915,0,0,1,4.7449322,49.87455,.35699999,5.7170277
1998,"BUFFALO, NY","FT. LAUDERDALE, FL",252,1167,171,200.34,.4745,7.0621915,1,0,0,4.8362818,49.87455,.4745,5.1416636
1998,"NEW ORLEANS, LA","NEW YORK, NY",922,1168,1207,322.76999,.4163,7.0630484,1,0,0,5.3132062,49.886654,.4163,7.0958934
2000,"NEW ORLEANS, LA","NEW YORK, NY",922,1168,1520,348.20999,.38509998,7.0630484,0,0,1,5.3890719,49.886654,.38509998,7.3264656
1999,"NEW ORLEANS, LA","NEW YORK, NY",922,1168,1400,318,.39009997,7.0630484,0,1,0,5.2983174,49.886654,.39009997,7.2442274
1997,"NEW ORLEANS, LA","NEW YORK, NY",922,1168,1019,381.60001,.4337,7.0630484,0,0,0,5.480639,49.886654,.4337,6.9265771
1998,"DALLAS, TX","SAN DIEGO, CA",506,1171,572,448.38,.63859999,7.0656133,1,0,0,5.6419072,49.92289,.63859999,6.3491392
2000,"DALLAS, TX","SAN DIEGO, CA",506,1171,671,448.38,.61129999,7.0656133,0,0,1,5.6419072,49.92289,.61129999,6.508769
1999,"DALLAS, TX","SAN DIEGO, CA",506,1171,595,451.56,.58219999,7.0656133,0,1,0,5.6489744,49.92289,.58219999,6.3885612
1997,"DALLAS, TX","SAN DIEGO, CA",506,1171,569,410.22,.61330003,7.0656133,0,0,0,5.5529594,49.92289,.61330003,6.3438807
1998,"FT. LAUDERDALE, FL","HARTFORD, CT",614,1174,448,187.62,.43599999,7.068172,1,0,0,4.7706847,49.959057,.43599999,6.1047931
1999,"FT. LAUDERDALE, FL","HARTFORD, CT",614,1174,745,186.03,.47929999,7.068172,0,1,0,4.7621741,49.959057,.47929999,6.6133842
1997,"CHICAGO, IL","FT. LAUDERDALE, FL",310,1174,1264,273.48001,.32029998,7.068172,0,0,0,5.1474943,49.959057,.32029998,7.1420364
1999,"CHICAGO, IL","FT. LAUDERDALE, FL",310,1174,1683,255.99001,.2854,7.068172,0,1,0,5.0814042,49.959057,.2854,7.4283333
2000,"FT. LAUDERDALE, FL","HARTFORD, CT",614,1174,770,190.8,.5054,7.068172,0,0,1,4.7874918,49.959057,.5054,6.6463904
1997,"FT. LAUDERDALE, FL","HARTFORD, CT",614,1174,269,219.42,.38209999,7.068172,0,0,0,4.9272537,49.959057,.38209999,5.5947113
2000,"CHICAGO, IL","FT. LAUDERDALE, FL",310,1174,2175,248.03999,.27809998,7.068172,0,0,1,5.0498562,49.959057,.27809998,7.6847839
1998,"CHICAGO, IL","FT. LAUDERDALE, FL",310,1174,1543,252.81,.29719999,7.068172,1,0,0,5.0689044,49.959057,.29719999,7.3414841
1997,"FT. MYERS, FL","HARTFORD, CT",639,1181,223,227.37,.5467,7.0741167,0,0,0,4.9628448,50.043129,.5467,5.4071717
1998,"FT. MYERS, FL","HARTFORD, CT",639,1181,265,192.39,.42029998,7.0741167,1,0,0,4.7957907,50.043129,.42029998,5.57973
1999,"FT. MYERS, FL","HARTFORD, CT",639,1181,232,197.16,.52099997,7.0741167,0,1,0,4.8202815,50.043129,.52099997,5.4467373
1999,"ALBUQUERQUE, NM","SEATTLE, WA",31,1181,284,238.5,.48389998,7.0741167,0,1,0,5.0106354,50.043129,.48389998,5.6489744
1998,"ALBUQUERQUE, NM","SEATTLE, WA",31,1181,261,232.14,.35080001,7.0741167,1,0,0,4.9836068,50.043129,.35080001,5.5645204
1997,"ALBUQUERQUE, NM","SEATTLE, WA",31,1181,252,236.91,.29639998,7.0741167,0,0,0,5.0039463,50.043129,.29639998,5.529429
2000,"ALBUQUERQUE, NM","SEATTLE, WA",31,1181,288,248.03999,.49169999,7.0741167,0,0,1,5.0498562,50.043129,.49169999,5.6629605
2000,"FT. MYERS, FL","HARTFORD, CT",639,1181,232,217.83,.4427,7.0741167,0,0,1,4.919981,50.043129,.4427,5.4467373
1999,"BALTIMORE, MD","OKLAHOMA CITY, OK",165,1183,213,244.86,.3136,7.075809,0,1,0,5.0369525,50.067074,.3136,5.3612924
1997,"DALLAS, TX","WASHINGTON, DC",515,1183,1696,410.22,.72390002,7.075809,0,0,0,5.5529594,50.067074,.72390002,7.436028
1997,"BALTIMORE, MD","OKLAHOMA CITY, OK",165,1183,185,248.03999,.278,7.075809,0,0,0,5.0498562,50.067074,.278,5.220356
1998,"BALTIMORE, MD","OKLAHOMA CITY, OK",165,1183,187,254.39999,.2676,7.075809,1,0,0,5.0751739,50.067074,.2676,5.2311087
1999,"DALLAS, TX","WASHINGTON, DC",515,1183,1801,400.67999,.70749998,7.075809,0,1,0,5.529429,50.067074,.70749998,7.4960976
2000,"BALTIMORE, MD","OKLAHOMA CITY, OK",165,1183,211,267.12,.30520001,7.075809,0,0,1,5.1239638,50.067074,.30520001,5.3518581
2000,"DALLAS, TX","WASHINGTON, DC",515,1183,1953,462.69,.57370001,7.075809,0,0,1,5.6733232,50.067074,.57370001,7.5771217
1998,"DALLAS, TX","WASHINGTON, DC",515,1183,1798,400.67999,.73720002,7.075809,1,0,0,5.529429,50.067074,.73720002,7.4944301
1999,"BOSTON, MA","TAMPA, FL",248,1185,1226,198.75,.45270002,7.077498,0,1,0,4.8283138,50.090977,.45270002,7.1115122
1997,"BOSTON, MA","TAMPA, FL",248,1185,1103,217.83,.51709998,7.077498,0,0,0,4.919981,50.090977,.51709998,7.0057888
2000,"BOSTON, MA","TAMPA, FL",248,1185,1224,211.47,.53119999,7.077498,0,0,1,4.8903489,50.090977,.53119999,7.1098795
1998,"FT. MYERS, FL","MILWAUKEE, WI",642,1185,256,211.47,.2836,7.077498,1,0,0,4.8903489,50.090977,.2836,5.5451775
2000,"FT. MYERS, FL","MILWAUKEE, WI",642,1185,243,241.67999,.27129999,7.077498,0,0,1,5.0238805,50.090977,.27129999,5.4930615
1999,"FT. MYERS, FL","MILWAUKEE, WI",642,1185,253,228.96001,.3152,7.077498,0,1,0,4.9698133,50.090977,.3152,5.5333896
1997,"FT. MYERS, FL","MILWAUKEE, WI",642,1185,305,206.7,.51569998,7.077498,0,0,0,4.8675346,50.090977,.51569998,5.7203116
1998,"BOSTON, MA","TAMPA, FL",248,1185,1034,200.34,.56,7.077498,1,0,0,4.8362818,50.090977,.56,6.9411902
1999,"ATLANTA, GA","CO SPRINGS, CO",51,1186,151,333.89999,.61439997,7.0783415,0,1,0,5.3471074,50.102917,.61439997,5.0172796
1998,"ATLANTA, GA","CO SPRINGS, CO",51,1186,132,376.82999,.66800004,7.0783415,1,0,0,5.46806,50.102917,.66800004,4.882802
2000,"ATLANTA, GA","CO SPRINGS, CO",51,1186,170,325.95001,.73280001,7.0783415,0,0,1,5.32301,50.102917,.73280001,5.1357985
1997,"ATLANTA, GA","CO SPRINGS, CO",51,1186,186,276.66,.72350001,7.0783415,0,0,0,5.1590552,50.102917,.72350001,5.2257466
2000,"LOS ANGELES, CA","OKLAHOMA CITY, OK",820,1189,214,286.20001,.36090001,7.0808678,0,0,1,5.1929569,50.138687,.36090001,5.3659759
1998,"FT. LAUDERDALE, FL","PROVIDENCE, RI",633,1189,358,209.88,.40830001,7.0808678,1,0,0,4.882802,50.138687,.40830001,5.8805332
1999,"FT. LAUDERDALE, FL","PROVIDENCE, RI",633,1189,346,206.7,.45580003,7.0808678,0,1,0,4.8675346,50.138687,.45580003,5.8464389
2000,"FT. LAUDERDALE, FL","PROVIDENCE, RI",633,1189,395,209.88,.46240002,7.0808678,0,0,1,4.882802,50.138687,.46240002,5.9788857
2000,"DALLAS, TX","ONTARIO, CA",494,1189,311,408.63,.4799,7.0808678,0,0,1,5.5490761,50.138687,.4799,5.7397928
1998,"DALLAS, TX","ONTARIO, CA",494,1189,259,442.01999,.54449999,7.0808678,1,0,0,5.6276212,50.138687,.54449999,5.556828
1997,"FT. LAUDERDALE, FL","PROVIDENCE, RI",633,1189,357,195.57001,.37090001,7.0808678,0,0,0,4.8121843,50.138687,.37090001,5.8777356
1997,"DALLAS, TX","ONTARIO, CA",494,1189,231,449.97,.57840002,7.0808678,0,0,0,5.6454468,50.138687,.57840002,5.4424176
1998,"LOS ANGELES, CA","OKLAHOMA CITY, OK",820,1189,232,267.12,.25670001,7.0808678,1,0,0,5.1239638,50.138687,.25670001,5.4467373
1999,"DALLAS, TX","ONTARIO, CA",494,1189,334,364.10999,.4946,7.0808678,0,1,0,5.433722,50.138687,.4946,5.811141
1997,"LOS ANGELES, CA","OKLAHOMA CITY, OK",820,1189,244,236.91,.2471,7.0808678,0,0,0,5.0039463,50.138687,.2471,5.4971681
1999,"LOS ANGELES, CA","OKLAHOMA CITY, OK",820,1189,225,255.99001,.28549999,7.0808678,0,1,0,5.0814042,50.138687,.28549999,5.4161005
2000,"HARTFORD, CT","MIAMI, FL",662,1194,190,262.35001,.37029999,7.0850644,0,0,1,5.1059456,50.198139,.37029999,5.2470241
1999,"HARTFORD, CT","MIAMI, FL",662,1194,206,246.45,.4161,7.0850644,0,1,0,5.0434251,50.198139,.4161,5.3278761
1997,"HARTFORD, CT","MIAMI, FL",662,1194,232,241.67999,.35679999,7.0850644,0,0,0,5.0238805,50.198139,.35679999,5.4467373
1998,"HARTFORD, CT","MIAMI, FL",662,1194,238,251.22,.3642,7.0850644,1,0,0,5.0625949,50.198139,.3642,5.4722705
1998,"HOUSTON, TX","SALT LAKE CITY, UT",704,1197,313,308.45999,.37549999,7.0875735,1,0,0,5.267858,50.2337,.37549999,5.7462034
1997,"CHICAGO, IL","MIAMI, FL",329,1197,1467,271.89001,.5,7.0875735,0,0,0,5.1416636,50.2337,.5,7.2909746
1999,"HOUSTON, TX","SALT LAKE CITY, UT",704,1197,345,273.48001,.41169998,7.0875735,0,1,0,5.1474943,50.2337,.41169998,5.8435445
1998,"CHICAGO, IL","MIAMI, FL",329,1197,1337,308.45999,.50490004,7.0875735,1,0,0,5.267858,50.2337,.50490004,7.1981835
1998,"BOSTON, MA","WEST PALM BEACH, FL",250,1197,863,241.67999,.73730004,7.0875735,1,0,0,5.0238805,50.2337,.73730004,6.7604146
1999,"BOSTON, MA","WEST PALM BEACH, FL",250,1197,1028,230.55,.51749998,7.0875735,0,1,0,4.9767337,50.2337,.51749998,6.9353704
1997,"BOSTON, MA","WEST PALM BEACH, FL",250,1197,1037,236.91,.70199996,7.0875735,0,0,0,5.0039463,50.2337,.70199996,6.944087
1999,"CHICAGO, IL","MIAMI, FL",329,1197,1263,327.54001,.463,7.0875735,0,1,0,5.3278761,50.2337,.463,7.1412449
2000,"CHICAGO, IL","MIAMI, FL",329,1197,1069,351.39001,.47479999,7.0875735,0,0,1,5.3981628,50.2337,.47479999,6.9744787
1997,"HOUSTON, TX","SALT LAKE CITY, UT",704,1197,310,322.76999,.3766,7.0875735,0,0,0,5.3132062,50.2337,.3766,5.7365723
2000,"BOSTON, MA","WEST PALM BEACH, FL",250,1197,863,243.27,.55320001,7.0875735,0,0,1,5.0304379,50.2337,.55320001,6.7604146
2000,"HOUSTON, TX","SALT LAKE CITY, UT",704,1197,370,313.23001,.35900003,7.0875735,0,0,1,5.2832036,50.2337,.35900003,5.9135032
2000,"ATLANTA, GA","DENVER, CO",56,1199,1303,351.39001,.49130002,7.0892429,0,0,1,5.3981628,50.257366,.49130002,7.1724248
1997,"ATLANTA, GA","DENVER, CO",56,1199,1154,267.12,.4066,7.0892429,0,0,0,5.1239638,50.257366,.4066,7.0509896
1999,"ATLANTA, GA","DENVER, CO",56,1199,1158,341.85001,.40330002,7.0892429,0,1,0,5.3706379,50.257366,.40330002,7.0544496
1998,"ATLANTA, GA","DENVER, CO",56,1199,1059,403.85999,.40959999,7.0892429,1,0,0,5.5373344,50.257366,.40959999,6.9650803
1999,"CLEVELAND, OH","DENVER, CO",388,1202,290,416.57999,.4483,7.091742,0,1,0,5.5683446,50.292805,.4483,5.6698809
2000,"CLEVELAND, OH","DENVER, CO",388,1202,327,434.07001,.43630001,7.091742,0,0,1,5.6094718,50.292805,.43630001,5.7899604
1997,"CLEVELAND, OH","DENVER, CO",388,1202,334,349.79999,.44580001,7.091742,0,0,0,5.3936276,50.292805,.44580001,5.811141
1998,"CLEVELAND, OH","DENVER, CO",388,1202,351,335.48999,.4454,7.091742,1,0,0,5.3518581,50.292805,.4454,5.8607864
1998,"FT. MYERS, FL","PROVIDENCE, RI",647,1203,130,217.83,.5905,7.0925736,1,0,0,4.919981,50.3046,.5905,4.8675346
1999,"FT. MYERS, FL","PROVIDENCE, RI",647,1203,124,235.32001,.43669999,7.0925736,0,1,0,4.9972124,50.3046,.43669999,4.8202815
2000,"FT. MYERS, FL","PROVIDENCE, RI",647,1203,152,235.32001,.5765,7.0925736,0,0,1,4.9972124,50.3046,.5765,5.0238805
1997,"FT. MYERS, FL","PROVIDENCE, RI",647,1203,140,206.7,.49110001,7.0925736,0,0,0,4.8675346,50.3046,.49110001,4.9416423
1999,"HOUSTON, TX","WASHINGTON, DC",714,1204,834,434.07001,.72050005,7.0934048,0,1,0,5.6094718,50.316391,.72050005,6.7262335
1998,"HOUSTON, TX","WASHINGTON, DC",714,1204,713,400.67999,.64319998,7.0934048,1,0,0,5.529429,50.316391,.64319998,6.5694814
2000,"HOUSTON, TX","WASHINGTON, DC",714,1204,943,465.87,.76109999,7.0934048,0,0,1,5.6801724,50.316391,.76109999,6.8490663
1997,"HOUSTON, TX","WASHINGTON, DC",714,1204,644,453.14999,.62099999,7.0934048,0,0,0,5.6524892,50.316391,.62099999,6.4676986
1998,"DALLAS, TX","SANTA ANA, CA",509,1205,420,524.70001,.77029997,7.0942349,1,0,0,5.7990928,50.328171,.77029997,6.0402546
1997,"DALLAS, TX","SANTA ANA, CA",509,1205,449,513.57001,.79930001,7.0942349,0,0,0,5.7776523,50.328171,.79930001,6.1070228
1999,"DALLAS, TX","SANTA ANA, CA",509,1205,455,502.44,.70449996,7.0942349,0,1,0,5.7557421,50.328171,.70449996,6.1202974
2000,"DALLAS, TX","SANTA ANA, CA",509,1205,496,527.88,.72000003,7.0942349,0,0,1,5.8051348,50.328171,.72000003,6.2065759
1999,"LOS ANGELES, CA","SAN ANTONIO, TX",832,1211,418,252.81,.43700001,7.0992017,0,1,0,5.0689044,50.398666,.43700001,6.0354815
1997,"LOS ANGELES, CA","SAN ANTONIO, TX",832,1211,378,263.94,.48199999,7.0992017,0,0,0,5.1119876,50.398666,.48199999,5.9348941
2000,"LOS ANGELES, CA","SAN ANTONIO, TX",832,1211,501,257.57999,.42029998,7.0992017,0,0,1,5.0875964,50.398666,.42029998,6.2166061
1998,"LOS ANGELES, CA","SAN ANTONIO, TX",832,1211,439,246.45,.4456,7.0992017,1,0,0,5.0434251,50.398666,.4456,6.0844994
1998,"OMAHA, NE","ORLANDO, FL",984,1212,324,178.08,.29549998,7.1000271,1,0,0,4.7184987,50.410385,.29549998,5.7807436
1999,"OMAHA, NE","ORLANDO, FL",984,1212,257,225.78,.30989999,7.1000271,0,1,0,4.9558272,50.410385,.30989999,5.5490761
2000,"OMAHA, NE","ORLANDO, FL",984,1212,270,236.91,.2827,7.1000271,0,0,1,5.0039463,50.410385,.2827,5.5984221
1997,"OMAHA, NE","ORLANDO, FL",984,1212,307,186.03,.24879999,7.1000271,0,0,0,4.7621741,50.410385,.24879999,5.7268476
1997,"DALLAS, TX","NORFOLK, VA",490,1213,212,290.97,.69839996,7.100852,0,0,0,5.209486,50.4221,.69839996,5.3565865
2000,"DALLAS, TX","NORFOLK, VA",490,1213,197,333.89999,.62330002,7.100852,0,0,1,5.3471074,50.4221,.62330002,5.2832036
1998,"DALLAS, TX","NORFOLK, VA",490,1213,217,271.89001,.71849996,7.100852,1,0,0,5.1416636,50.4221,.71849996,5.3798971
1999,"DALLAS, TX","NORFOLK, VA",490,1213,193,335.48999,.63349998,7.100852,0,1,0,5.3518581,50.4221,.63349998,5.2626901
2000,"BALTIMORE, MD","DALLAS, TX",147,1217,554,508.79999,.61180001,7.1041441,0,0,1,5.768321,50.468864,.61180001,6.3171649
1997,"BALTIMORE, MD","DALLAS, TX",147,1217,499,427.70999,.69449997,7.1041441,0,0,0,5.5947113,50.468864,.69449997,6.212606
2000,"SEATTLE, WA","TUCSON, AZ",1132,1217,400,208.28999,.70169997,7.1041441,0,0,1,4.8751974,50.468864,.70169997,5.9914646
1999,"SEATTLE, WA","TUCSON, AZ",1132,1217,287,222.60001,.51020002,7.1041441,0,1,0,4.9416423,50.468864,.51020002,5.659482
1998,"SEATTLE, WA","TUCSON, AZ",1132,1217,232,233.73,.55869997,7.1041441,1,0,0,4.9904327,50.468864,.55869997,5.4467373
1999,"BALTIMORE, MD","DALLAS, TX",147,1217,504,424.53,.65569997,7.1041441,0,1,0,5.5872488,50.468864,.65569997,6.2225761
1998,"BALTIMORE, MD","DALLAS, TX",147,1217,482,442.01999,.72160006,7.1041441,1,0,0,5.6276212,50.468864,.72160006,6.1779442
1997,"SEATTLE, WA","TUCSON, AZ",1132,1217,252,211.47,.46810001,7.1041441,0,0,0,4.8903489,50.468864,.46810001,5.529429
1998,"DES MOINES, IA","LAS VEGAS, NV",564,1218,141,222.60001,.60830003,7.1049652,1,0,0,4.9416423,50.48053,.60830003,4.94876
1997,"DES MOINES, IA","LAS VEGAS, NV",564,1218,149,208.28999,.34110001,7.1049652,0,0,0,4.8751974,50.48053,.34110001,5.0039463
1999,"DES MOINES, IA","LAS VEGAS, NV",564,1218,122,262.35001,.43439999,7.1049652,0,1,0,5.1059456,50.48053,.43439999,4.8040209
1998,"DETROIT, MI","SAN ANTONIO, TX",594,1218,175,306.87,.2714,7.1049652,1,0,0,5.2626901,50.48053,.2714,5.1647859
1997,"DETROIT, MI","SAN ANTONIO, TX",594,1218,183,298.92001,.32369998,7.1049652,0,0,0,5.2364421,50.48053,.32369998,5.209486
2000,"DES MOINES, IA","LAS VEGAS, NV",564,1218,126,255.99001,.42730001,7.1049652,0,0,1,5.0814042,50.48053,.42730001,4.8362818
2000,"DETROIT, MI","SAN ANTONIO, TX",594,1218,192,313.23001,.25080001,7.1049652,0,0,1,5.2832036,50.48053,.25080001,5.2574954
1999,"DETROIT, MI","SAN ANTONIO, TX",594,1218,190,286.20001,.24169999,7.1049652,0,1,0,5.1929569,50.48053,.24169999,5.2470241
1997,"DALLAS, TX","LONG BEACH, CA",477,1220,853,190.8,.91339993,7.106606,0,0,0,4.7874918,50.503849,.91339993,6.7487597
1999,"DALLAS, TX","LONG BEACH, CA",477,1220,588,318,.92930001,7.106606,0,1,0,5.2983174,50.503849,.92930001,6.3767271
2000,"DALLAS, TX","LONG BEACH, CA",477,1220,509,303.69,.94379997,7.106606,0,0,1,5.2522736,50.503849,.94379997,6.2324481
1998,"DALLAS, TX","LONG BEACH, CA",477,1220,802,255.99001,.89629996,7.106606,1,0,0,5.0814042,50.503849,.89629996,6.6871085
2000,"BOSTON, MA","SARASOTA, FL",245,1222,121,243.27,.43630001,7.1082439,0,0,1,5.0304379,50.52713,.43630001,4.7957907
1998,"BOSTON, MA","SARASOTA, FL",245,1222,162,219.42,.49599999,7.1082439,1,0,0,4.9272537,50.52713,.49599999,5.0875964
1997,"BOSTON, MA","SARASOTA, FL",245,1222,193,216.24001,.64129996,7.1082439,0,0,0,4.9126549,50.52713,.64129996,5.2626901
1999,"BOSTON, MA","SARASOTA, FL",245,1222,147,227.37,.48409998,7.1082439,0,1,0,4.9628448,50.52713,.48409998,4.9904327
1998,"NEW YORK, NY","TULSA, OK",962,1226,201,418.17001,.43349999,7.1115122,1,0,0,5.572154,50.573605,.43349999,5.3033047
2000,"NEW YORK, NY","TULSA, OK",962,1226,185,510.39001,.37459999,7.1115122,0,0,1,5.771441,50.573605,.37459999,5.220356
1997,"NEW YORK, NY","TULSA, OK",962,1226,200,389.54999,.44549999,7.1115122,0,0,0,5.5012584,50.573605,.44549999,5.2983174
1999,"NEW YORK, NY","TULSA, OK",962,1226,159,513.57001,.42069998,7.1115122,0,1,0,5.7776523,50.573605,.42069998,5.0689044
1997,"HOUSTON, TX","LAS VEGAS, NV",679,1229,929,221.00999,.4621,7.113956,0,0,0,4.934474,50.608368,.4621,6.8341088
1999,"HOUSTON, TX","LAS VEGAS, NV",679,1229,1087,240.09,.42060003,7.113956,0,1,0,5.0172796,50.608368,.42060003,6.9911771
2000,"HOUSTON, TX","LAS VEGAS, NV",679,1229,1119,257.57999,.46130002,7.113956,0,0,1,5.0875964,50.608368,.46130002,7.0201907
1998,"HOUSTON, TX","LAS VEGAS, NV",679,1229,899,246.45,.4761,7.113956,1,0,0,5.0434251,50.608368,.4761,6.8012829
1999,"BALTIMORE, MD","HOUSTON, TX",153,1235,873,289.38,.55320001,7.1188264,0,1,0,5.2040067,50.677689,.55320001,6.7719355
1998,"DALLAS, TX","LOS ANGELES, CA",478,1235,1315,454.73999,.7022,7.1188264,1,0,0,5.655992,50.677689,.7022,7.181592
1997,"DALLAS, TX","LOS ANGELES, CA",478,1235,1097,519.92999,.63300002,7.1188264,0,0,0,5.7899604,50.677689,.63300002,7.0003343
1998,"BALTIMORE, MD","HOUSTON, TX",153,1235,751,287.79001,.5625,7.1188264,1,0,0,5.1984968,50.677689,.5625,6.6214056
2000,"BALTIMORE, MD","HOUSTON, TX",153,1235,939,314.82001,.52689999,7.1188264,0,0,1,5.2882671,50.677689,.52689999,6.8448153
1997,"BALTIMORE, MD","HOUSTON, TX",153,1235,868,278.25,.60000002,7.1188264,0,0,0,5.1647859,50.677689,.60000002,6.7661915
2000,"DALLAS, TX","LOS ANGELES, CA",478,1235,1677,422.94,.43869999,7.1188264,0,0,1,5.5834961,50.677689,.43869999,7.4247618
1999,"DALLAS, TX","LOS ANGELES, CA",478,1235,1274,461.10001,.5165,7.1188264,0,1,0,5.6698809,50.677689,.5165,7.1499166
1997,"CHICAGO, IL","EL PASO, TX",309,1236,227,352.98001,.68099999,7.1196356,0,0,0,5.4026775,50.689209,.68099999,5.4249501
1999,"CHICAGO, IL","EL PASO, TX",309,1236,263,319.59,.6821,7.1196356,0,1,0,5.3033047,50.689209,.6821,5.572154
1998,"CHICAGO, IL","EL PASO, TX",309,1236,236,354.57001,.80680001,7.1196356,1,0,0,5.4071717,50.689209,.80680001,5.4638319
2000,"CHICAGO, IL","EL PASO, TX",309,1236,247,335.48999,.74510002,7.1196356,0,0,1,5.3518581,50.689209,.74510002,5.5093884
1998,"BOSTON, MA","FT. LAUDERDALE, FL",214,1237,1217,217.83,.60610002,7.1204443,1,0,0,4.919981,50.700726,.60610002,7.1041441
1997,"BOSTON, MA","FT. LAUDERDALE, FL",214,1237,841,225.78,.4747,7.1204443,0,0,0,4.9558272,50.700726,.4747,6.7345915
2000,"BOSTON, MA","FT. LAUDERDALE, FL",214,1237,1682,214.64999,.56709999,7.1204443,0,0,1,4.9052749,50.700726,.56709999,7.4277387
1999,"BOSTON, MA","FT. LAUDERDALE, FL",214,1237,1430,209.88,.57010001,7.1204443,0,1,0,4.882802,50.700726,.57010001,7.2654295
1998,"AUSTIN, TX","LOS ANGELES, CA",126,1238,396,289.38,.57770002,7.1212525,1,0,0,5.2040067,50.712238,.57770002,5.9814143
1997,"AUSTIN, TX","LOS ANGELES, CA",126,1238,344,286.20001,.4091,7.1212525,0,0,0,5.1929569,50.712238,.4091,5.8406415
1999,"AUSTIN, TX","LOS ANGELES, CA",126,1238,520,268.70999,.48900002,7.1212525,0,1,0,5.1298985,50.712238,.48900002,6.253829
2000,"AUSTIN, TX","LOS ANGELES, CA",126,1238,506,313.23001,.44479999,7.1212525,0,0,1,5.2832036,50.712238,.44479999,6.2265368
1997,"FT. LAUDERDALE, FL","KANSAS CITY, MO",619,1244,177,216.24001,.32779998,7.1260872,0,0,0,4.9126549,50.78112,.32779998,5.1761498
2000,"FT. LAUDERDALE, FL","KANSAS CITY, MO",619,1244,206,262.35001,.26440001,7.1260872,0,0,1,5.1059456,50.78112,.26440001,5.3278761
1999,"FT. LAUDERDALE, FL","KANSAS CITY, MO",619,1244,184,252.81,.32799998,7.1260872,0,1,0,5.0689044,50.78112,.32799998,5.2149358
1998,"FT. LAUDERDALE, FL","KANSAS CITY, MO",619,1244,204,230.55,.412,7.1260872,1,0,0,4.9767337,50.78112,.412,5.31812
1999,"FT. LAUDERDALE, FL","MILWAUKEE, WI",623,1246,159,235.32001,.36500001,7.1276937,0,1,0,4.9972124,50.804016,.36500001,5.0689044
1997,"FT. LAUDERDALE, FL","MILWAUKEE, WI",623,1246,160,224.19,.26680002,7.1276937,0,0,0,4.94876,50.804016,.26680002,5.0751739
2000,"FT. LAUDERDALE, FL","MILWAUKEE, WI",623,1246,192,243.27,.25310001,7.1276937,0,0,1,5.0304379,50.804016,.25310001,5.2574954
1998,"FT. LAUDERDALE, FL","MILWAUKEE, WI",623,1246,152,222.60001,.29700002,7.1276937,1,0,0,4.9416423,50.804016,.29700002,5.0238805
2000,"BOSTON, MA","FT. MYERS, FL",215,1249,745,225.78,.78580004,7.1300983,0,0,1,4.9558272,50.838303,.78580004,6.6133842
1997,"BOSTON, MA","FT. MYERS, FL",215,1249,663,219.42,.78099996,7.1300983,0,0,0,4.9272537,50.838303,.78099996,6.4967752
1999,"BOSTON, MA","FT. MYERS, FL",215,1249,767,216.24001,.79070002,7.1300983,0,1,0,4.9126549,50.838303,.79070002,6.6424866
1998,"BOSTON, MA","FT. MYERS, FL",215,1249,676,216.24001,.75550002,7.1300983,1,0,0,4.9126549,50.838303,.75550002,6.5161929
1997,"CHICAGO, IL","SALT LAKE CITY, UT",352,1250,565,335.48999,.45330003,7.130899,0,0,0,5.3518581,50.84972,.45330003,6.3368258
1998,"CHICAGO, IL","SALT LAKE CITY, UT",352,1250,575,332.31,.3786,7.130899,1,0,0,5.3423343,50.84972,.3786,6.3543701
1999,"CHICAGO, IL","SALT LAKE CITY, UT",352,1250,546,318,.34470001,7.130899,0,1,0,5.2983174,50.84972,.34470001,6.302619
2000,"CHICAGO, IL","SALT LAKE CITY, UT",352,1250,581,367.29001,.3515,7.130899,0,0,1,5.4424176,50.84972,.3515,6.3647509
1998,"KANSAS CITY, MO","MIAMI, FL",746,1254,212,252.81,.34540001,7.1340938,1,0,0,5.0689044,50.895294,.34540001,5.3565865
1999,"KANSAS CITY, MO","MIAMI, FL",746,1254,219,254.39999,.31810001,7.1340938,0,1,0,5.0751739,50.895294,.31810001,5.3890719
2000,"KANSAS CITY, MO","MIAMI, FL",746,1254,223,273.48001,.3662,7.1340938,0,0,1,5.1474943,50.895294,.3662,5.4071717
1997,"KANSAS CITY, MO","MIAMI, FL",746,1254,175,243.27,.28290001,7.1340938,0,0,0,5.0304379,50.895294,.28290001,5.1647859
1997,"BOSTON, MA","MIAMI, FL",223,1258,850,289.38,.72960001,7.1372786,0,0,0,5.2040067,50.940746,.72960001,6.7452364
2000,"BOSTON, MA","KANSAS CITY, MO",220,1258,319,362.51999,.42680001,7.1372786,0,0,1,5.4293456,50.940746,.42680001,5.7651911
1999,"BOSTON, MA","MIAMI, FL",223,1258,807,302.10001,.72040004,7.1372786,0,1,0,5.2470241,50.940746,.72040004,6.6933236
1998,"BOSTON, MA","KANSAS CITY, MO",220,1258,326,354.57001,.45119998,7.1372786,1,0,0,5.4071717,50.940746,.45119998,5.7868972
2000,"BOSTON, MA","MIAMI, FL",223,1258,760,314.82001,.70199996,7.1372786,0,0,1,5.2882671,50.940746,.70199996,6.6333184
